job_title,skills,source
DATA SCIENTIST,"Machine Learning, Statistical Analysis, Data Mining, Programming",original
DATABASE ADMINISTRATOR,"Database Management, SQL, Performance Tuning, Backup and Recovery",original
DATADOG ENGINEER,"Datadog, Monitoring, System Performance, Cloud Infrastructure",original
DEVOPS ARCHITECT,"DevOps Practices, Cloud Computing, Automation, System Architecture",original
DEVOPS ENGINEER,"Automation, CI/CD, Cloud Computing, Scripting",original
DEVOPS MANAGER,"DevOps Practices, Team Leadership, Project Management, Automation",original
DEVSECOPS ARCHITECT,"DevSecOps Practices, Security Automation, Cloud Security, System Architecture",original
DEVSECOPS ENGINEER,"Security Automation, CI/CD, Cloud Security, Scripting",original
DIRECTOR OF ENGINEERING,"Leadership, Software Development, Project Management, Team Management",original
DOCKER ENGINEER,"Docker, Containerization, Orchestration, DevOps",original
ELK ENGINEER,"ELK Stack, Log Management, Data Analysis, System Monitoring",original
EMBEDDED SOFTWARE ENGINEER,"Embedded Systems, C/C++, Firmware Development, Hardware Interfaces",original
ENTRY LEVEL DEVELOPER,"Programming Basics, Software Development, Problem Solving, Learning Agility",original
ENTRY LEVEL NETWORK ENGINEER,"Networking Basics, Troubleshooting, System Administration, Learning Agility",original
ENTRY LEVEL PROGRAMMER,"Programming Basics, Software Development, Problem Solving, Learning Agility",original
ENTRY LEVEL WEB DEVELOPER,"HTML, CSS, JavaScript, Basic Web Development, Learning Agility",original
ENVOY ENGINEER,"Envoy Proxy, Service Mesh, Load Balancing, Networking",original
FALCO ENGINEER,"Falco, Kubernetes Security, Cloud Security, System Monitoring",original
FLUENTD ENGINEER,"Fluentd, Log Aggregation, Data Collection, System Monitoring",original
FORTIFY ENGINEER,"Fortify, Static Code Analysis, Application Security, Secure Coding",original
FRAMEWORKS SPECIALIST,"Software Frameworks, Programming Languages, Problem Solving, System Design",original
FRONT END DEVELOPER,"HTML, CSS, JavaScript, UI/UX Design, Responsive Design",original
FULL STACK DEVELOPER,"HTML, CSS, JavaScript, Back-End Technologies, Database Management",original
FULL STACK JAVA DEVELOPER/PROGRAMMER/ENGINEER,"Java, Spring, Hibernate, HTML, CSS, JavaScript",original
FULL STACK PYTHON DEVELOPER/PROGRAMMER/ENGINEER,"Python, Django, Flask, HTML, CSS, JavaScript",original
GAME DEVELOPER,"C++, C#, Game Engines, 3D Modeling, Game Design",original
GCP DEVOPS ENGINEER,"Google Cloud Platform, DevOps Practices, CI/CD Pipelines, Automation",original
GERRIT ADMINISTRATOR,"Gerrit, Code Review, Git, Version Control",original
GIT ENGINEER,"Git, Version Control, Branching Strategies, Collaboration",original
GITHUB ENGINEER,"GitHub, Git, Collaboration Tools, CI/CD Integration",original
GITLAB ENGINEER,"GitLab, Git, CI/CD Pipelines, DevOps Practices",original
GRADLE ENGINEER,"Gradle, Build Automation, Java, Software Configuration Management",original
GRAFANA ENGINEER,"Grafana, Data Visualization, Monitoring, System Performance",original
GROOVY ENGINEER,"Groovy, Scripting, Automation, Software Development",original
INFORMATION ARCHITECT,"Information Architecture, User Experience Design, Content Strategy, Taxonomy",original
INFORMATION SECURITY ANALYST,"Security Protocols, Threat Analysis, Compliance, Incident Response",original
INTERACTION DESIGNER,"Interaction Design, User Research, Prototyping, Usability Testing",original
IOS DEVELOPER,"Swift, Objective-C, iOS SDK, Mobile App Development, UI/UX Design",original
ISTIO ENGINEER,"Istio, Service Mesh, Traffic Management, Security",original
IT MANAGER,"IT Management, Team Leadership, Project Management, Budgeting",original
JACOCO ENGINEER,"JaCoCo, Code Coverage, Java Testing, Software Quality",original
JAVA DEVELOPER,"Java, Spring, Hibernate, Software Development, Object-Oriented Programming",original
JENKINS ENGINEER,"Jenkins, CI/CD Pipelines, Build Automation, DevOps Practices",original
JIRA ADMINISTRATOR,"Jira, Atlassian Suite, Workflow Configuration, Project Management",original
JUNIOR FRONT END DEVELOPER,"HTML, CSS, JavaScript, Basic Web Development, Learning Agility",original
JUNIOR IOS DEVELOPER,"Swift, Objective-C, iOS SDK, Basic Mobile App Development, Learning Agility",original
JUNIT ENGINEER,"JUnit, Java Testing, Test Automation, Software Quality",original
KUBERNETES OPERATIONS ENGINEER,"Kubernetes, Container Orchestration, Cloud Computing, DevOps Practices",original
MACHINE LEARNING ARCHITECT,"Machine Learning Algorithms, System Architecture, Cloud Computing, Data Modeling",original
MACHINE LEARNING ENGINEER,"Machine Learning Algorithms, Python, Data Analysis, Model Deployment",original
MAVEN ENGINEER,"Maven, Build Automation, Java, Software Configuration Management",original
MOBILE APP DEVELOPER,"Mobile App Development, iOS/Android SDKs, UI/UX Design, Programming Languages",original
MULESOFT DEVELOPER,"MuleSoft Anypoint Platform, API Integration, Java, Integration Patterns",original
NAGIOS ENGINEER,"Nagios, System Monitoring, Linux, Networking",original
NETWORK AND SYSTEMS ADMINISTRATOR,"Networking, System Administration, Linux/Windows Servers, Troubleshooting",original
NETWORK ENGINEER,"Networking Protocols, Cisco/Juniper Devices, Network Security, Troubleshooting",original
NEW RELIC ENGINEER,"New Relic, Application Performance Monitoring, Troubleshooting, Cloud Computing",original
NEXUS ENGINEER,"Nexus Repository Manager, Artifact Management, DevOps Practices",original
NOMAD ENGINEER,"Nomad, Container Orchestration, HashiCorp Tools, Infrastructure Automation",original
NOTARY ENGINEER,"Notary, Container Security, Docker, Cryptography",original
OCTOPUS DEPLOY ENGINEER,"Octopus Deploy, Deployment Automation, .NET, PowerShell",original
OPENSHIFT ENGINEER,"OpenShift, Kubernetes, Containerization, DevOps Practices",original
OPENSTACK ENGINEER,"OpenStack, Cloud Computing, Virtualization, System Administration",original
OPERATIONS ENGINEER,"System Administration, Linux/Windows Servers, Troubleshooting, Scripting",original
ORACLE DEVELOPER,"Oracle Database, SQL, PL/SQL, Database Development",original
ORACLE SQL DEVELOPER,"Oracle SQL, PL/SQL, Data Modeling, Database Design",original
PACKER ENGINEER,"Packer, Infrastructure as Code, Cloud Computing, Automation",original
PHP DEVELOPER,"PHP, MySQL, Web Development, Frameworks (Laravel, Symfony)",original
POWERSHELL ENGINEER,"PowerShell, Automation, Windows Server Administration, Scripting",original
PRINCIPLE ENGINEER IN ARTIFICIAL INTELLIGENCE,"AI/ML Architecture, Leadership, Strategic Planning, Deep Learning",original
PRINCIPLE ENGINEER IN BIG DATA,"Big Data Architecture, Hadoop, Spark, Data Warehousing",original
PRINCIPLE ENGINEER IN DATA ANALYSIS,"Data Analysis, Statistical Modeling, Data Visualization, Leadership",original
PRINCIPLE ENGINEER IN MACHINE LEARNING,"Machine Learning Algorithms, Model Development, Deployment, Leadership",original
PRODUCT MANAGER,"Product Strategy, Market Analysis, Requirements Gathering, Product Roadmap",original
PRODUCTION SUPPORT ENGINEER,"Troubleshooting, Incident Management, System Monitoring, Technical Support",original
PUPPET OPERATIONS ENGINEER,"Puppet, Configuration Management, Automation, Infrastructure as Code",original
SENIOR BUILD AND RELEASE ENGINEER,"CI/CD Pipelines, Build Systems, Automation, Configuration Management",original
SENIOR BUILD ENGINEER,"Build Systems, Scripting, Automation, Software Configuration Management",original
SENIOR DEVOPS ENGINEER,"DevOps Practices, Cloud Computing, Automation, System Architecture",original
SITE RELIABILITY ENGINEER (KUBERNETES Ãâ¬Ã¯Â¿Â½ DOCKER),"Kubernetes, Docker, System Reliability, Automation, Monitoring",original
SPLUNK ENGINEER,"Splunk, Log Management, Data Analysis, System Monitoring",original
XL DEPLOY ENGINEER,"XL Deploy, Deployment Automation, DevOps Practices, Configuration Management",original
ZABBIX ENGINEER,"Zabbix, System Monitoring, Network Monitoring, Alerting",original
API DEVELOPER,"API Design, RESTful Services, Programming Languages, Security",original
AUTOMATION SPECIALIST,"Automation Tools, Scripting, Process Improvement, Testing",original
BUSINESS INTELLIGENCE ANALYST,"Data Analysis, SQL, Data Visualization, Business Acumen",original
CLOUD MIGRATION SPECIALIST,"Cloud Platforms, Migration Tools, System Migration, Project Management",original
CYBERSECURITY ANALYST,"Security Protocols, Threat Analysis, Compliance, Incident Response",original
DATA QUALITY ENGINEER,"Data Quality Tools, Data Profiling, SQL, Data Governance",original
DIGITAL TRANSFORMATION CONSULTANT,"Digital Strategy, Technology Consulting, Business Process Improvement, Change Management",original
E-COMMERCE DEVELOPER,"E-Commerce Platforms, Web Development, Payment Gateways, Security",original
EMBEDDED SYSTEMS ENGINEER,"Embedded Systems, C/C++, Firmware Development, Hardware Interfaces",original
ERP CONSULTANT,"ERP Systems, Business Process Analysis, Implementation, Training",original
GEOGRAPHIC INFORMATION SYSTEMS (GIS) ANALYST,"GIS Software, Spatial Analysis, Cartography, Data Visualization",original
HELP DESK TECHNICIAN,"Technical Support, Troubleshooting, Customer Service, Hardware/Software",original
IDENTITY AND ACCESS MANAGEMENT SPECIALIST,"IAM Systems, Security Protocols, Authentication, Authorization",original
INFRASTRUCTURE ARCHITECT,"System Architecture, Cloud Computing, Networking, Security",original
INTERNET OF THINGS (IoT) DEVELOPER,"IoT Platforms, Embedded Systems, Sensor Technology, Programming Languages",original
IT AUDITOR,"IT Auditing, Compliance, Risk Management, Security",original
JAVA ARCHITECT,"Java, System Architecture, Design Patterns, Cloud Computing",original
LINUX ADMINISTRATOR,"Linux Servers, System Administration, Scripting, Troubleshooting",original
MAINFRAME DEVELOPER,"Mainframe Systems, COBOL, JCL, VSAM",original
MICROSOFT DYNAMICS DEVELOPER,"Microsoft Dynamics, CRM, .NET, Development",original
MOBILE SECURITY SPECIALIST,"Mobile Security, Penetration Testing, Security Protocols, Risk Management",original
NATURAL LANGUAGE PROCESSING ENGINEER,"NLP Algorithms, Python, Machine Learning, Text Analysis",original
NETWORK ARCHITECT,"Network Design, Network Protocols, Security, System Architecture",original
PENETRATION TESTER,"Penetration Testing, Security Audits, Ethical Hacking, Vulnerability Assessment",original
PYTHON ARCHITECT,"Python, System Architecture, Design Patterns, Cloud Computing",original
QUALITY ASSURANCE MANAGER,"QA Processes, Test Automation, Test Planning, Team Leadership",original
RELEASE MANAGER,"Release Management, CI/CD Pipelines, Coordination, Communication",original
SAP CONSULTANT,"SAP Modules, Business Process Analysis, Implementation, Customization",original
UX/UI DESIGNER,"UX/UI Design, User Research, Prototyping, Usability Testing",original
WEB DEVELOPER,"HTML, CSS, JavaScript, Web Development, Frameworks",original
BACK END DEVELOPER,"Server-Side Programming, Databases, API Development, Frameworks",original
WEB DESIGNER,"Web Design, Graphic Design, UI/UX Principles, Wireframing",original
WEB ENGINEER,"Web Technologies, System Architecture, Performance Optimization, Security",original
WEB PRODUCER,"Web Content Management, Project Management, Content Strategy, Collaboration",original
WEB PROJECT MANAGER,"Project Management, Web Development, Communication, Budgeting",original
WEB CONTENT MANAGER,"Content Creation, Content Strategy, CMS, SEO",original
MULTIMEDIA ARCHITECT,"Multimedia Design, Video Production, Audio Production, Graphic Design",original
WEB ANALYTICS DEVELOPER,"Web Analytics Tools, Data Analysis, Reporting, A/B Testing",original
SEO CONSULTANT,"Search Engine Optimization, Keyword Research, Content Optimization, Link Building",original
SEO MANAGER,"SEO Strategy, Team Leadership, Performance Monitoring, Reporting",original
INTERNET ENGINEER,"Networking Protocols, Internet Technologies, System Administration, Security",original
FRONT-END DESIGNER,"HTML, CSS, JavaScript, UI/UX Design, Responsive Design",original
MOBILE DEVELOPER,"Mobile App Development, iOS/Android SDKs, UI/UX Design, Programming Languages",original
PYTHON DEVELOPER,"Python, Web Frameworks (Django, Flask), Data Analysis, Scripting",original
POWER BI DEVELOPER,"Power BI, Data Modeling, DAX, Data Visualization",original
POWER BI ANALYST,"Power BI, Data Analysis, SQL, Business Intelligence",original
CLOUD COMPUTING SPECIALIST,"Cloud Platforms, Virtualization, System Administration, Security",original
CYBERSECURITY SPECIALIST,"Security Protocols, Threat Analysis, Compliance, Incident Response",original
DATA SCIENCE SPECIALIST,"Data Analysis, Machine Learning, Statistical Modeling, Data Visualization",original
ARTIFICIAL INTELLIGENCE ENGINEER,"AI/ML Algorithms, Python, Deep Learning, Neural Networks",original
DATABASE ARCHITECT,"Database Design, Data Modeling, SQL, Performance Tuning",original
SOFTWARE ARCHITECT,"System Architecture, Design Patterns, Programming Languages, Cloud Computing",original
CYBERSECURITY ENGINEER,"Security Protocols, Threat Analysis, Risk Management, Incident Response",original
INFOSEC ANALYST/CYBERSECURITY ANALYST,"Security Protocols, Threat Analysis, Compliance, Incident Response",original
COMPUTER FORENSIC ANALYST,"Digital Forensics, Incident Response, Data Recovery, Legal Compliance",original
IT SECURITY SPECIALIST,"Security Protocols, Threat Analysis, Compliance, Risk Management",original
SECURITY MANAGER,"Security Management, Risk Assessment, Compliance, Team Leadership",original
SECURITY ENGINEER,"Security Protocols, Threat Analysis, Risk Management, Incident Response",original
SECURITY CONSULTANT,"Security Consulting, Risk Assessment, Compliance, Security Solutions",original
DIRECTOR OF SECURITY,"Security Leadership, Risk Management, Compliance, Incident Response",original
SECURITY ADMINISTRATOR,"Security Tools, System Administration, User Management, Security Policies",original
SECURITY SPECIALIST,"Security Protocols, Threat Analysis, Compliance, Risk Management",original
CHIEF INFORMATION OFFICER,"IT Strategy, Leadership, Budgeting, Project Management",original
