job_title,skills
DEVSECOPS ARCHITECT,"DevSecOps Practices, Security Automation, Cloud Security, System Architecture"
DEVSECOPS ENGINEER,"Security Automation, CI/CD, Cloud Security, Scripting"
DIRECTOR OF ENGINEERING,"Leadership, Software Development, Project Management, Team Management"
DOCKER ENGINEER,"Docker, Containerization, Orchestration, DevOps"
ELK ENGINEER,"ELK Stack, Log Management, Data Analysis, System Monitoring"
EMBEDDED SOFTWARE ENGINEER,"Embedded Systems, C/C++, Firmware Development, Hardware Interfaces"
ENTRY LEVEL DEVELOPER,"Programming Basics, Software Development, Problem Solving, Learning Agility"
ENTRY LEVEL NETWORK ENGINEER,"Networking Basics, Troubleshooting, System Administration, Learning Agility"
ENTRY LEVEL PROGRAMMER,"Programming Basics, Software Development, Problem Solving, Learning Agility"
ENTRY LEVEL WEB DEVELOPER,"HTML, CSS, JavaScript, Basic Web Development, Learning Agility"
ENVOY ENGINEER,"Envoy Proxy, Service Mesh, Load Balancing, Networking"
FALCO ENGINEER,"Falco, Kubernetes Security, Cloud Security, System Monitoring"
FLUENTD ENGINEER,"Fluentd, Log Aggregation, Data Collection, System Monitoring"
FORTIFY ENGINEER,"Fortify, Static Code Analysis, Application Security, Secure Coding"
FRAMEWORKS SPECIALIST,"Software Frameworks, Programming Languages, Problem Solving, System Design"
FRONT END DEVELOPER,"HTML, CSS, JavaScript, UI/UX Design, Responsive Design"
FULL STACK DEVELOPER,"HTML, CSS, JavaScript, Back-End Technologies, Database Management"
FULL STACK JAVA DEVELOPER/PROGRAMMER/ENGINEER,"Java, Spring, Hibernate, HTML, CSS, JavaScript"
FULL STACK PYTHON DEVELOPER/PROGRAMMER/ENGINEER,"Python, Django, Flask, HTML, CSS, JavaScript"
GAME DEVELOPER,"C++, C#, Game Engines, 3D Modeling, Game Design"
GCP DEVOPS ENGINEER,"Google Cloud Platform, DevOps Practices, CI/CD Pipelines, Automation"
GERRIT ADMINISTRATOR,"Gerrit, Code Review, Git, Version Control"
GIT ENGINEER,"Git, Version Control, Branching Strategies, Collaboration"
GITHUB ENGINEER,"GitHub, Git, Collaboration Tools, CI/CD Integration"
GITLAB ENGINEER,"GitLab, Git, CI/CD Pipelines, DevOps Practices"
GRADLE ENGINEER,"Gradle, Build Automation, Java, Software Configuration Management"
GRAFANA ENGINEER,"Grafana, Data Visualization, Monitoring, System Performance"
GROOVY ENGINEER,"Groovy, Scripting, Automation, Software Development"
INFORMATION ARCHITECT,"Information Architecture, User Experience Design, Content Strategy, Taxonomy"
INFORMATION SECURITY ANALYST,"Security Protocols, Threat Analysis, Compliance, Incident Response"
INTERACTION DESIGNER,"Interaction Design, User Research, Prototyping, Usability Testing"
IOS DEVELOPER,"Swift, Objective-C, iOS SDK, Mobile App Development, UI/UX Design"
ISTIO ENGINEER,"Istio, Service Mesh, Traffic Management, Security"
IT MANAGER,"IT Management, Team Leadership, Project Management, Budgeting"
JACOCO ENGINEER,"JaCoCo, Code Coverage, Java Testing, Software Quality"
JAVA DEVELOPER,"Java, Spring, Hibernate, Software Development, Object-Oriented Programming"
JENKINS ENGINEER,"Jenkins, CI/CD Pipelines, Build Automation, DevOps Practices"
JIRA ADMINISTRATOR,"Jira, Atlassian Suite, Workflow Configuration, Project Management"
JUNIOR FRONT END DEVELOPER,"HTML, CSS, JavaScript, Basic Web Development, Learning Agility"
JUNIOR IOS DEVELOPER,"Swift, Objective-C, iOS SDK, Basic Mobile App Development, Learning Agility"
JUNIT ENGINEER,"JUnit, Java Testing, Test Automation, Software Quality"
KUBERNETES OPERATIONS ENGINEER,"Kubernetes, Container Orchestration, Cloud Computing, DevOps Practices"
MACHINE LEARNING ARCHITECT,"Machine Learning Algorithms, System Architecture, Cloud Computing, Data Modeling"
MACHINE LEARNING ENGINEER,"Machine Learning Algorithms, Python, Data Analysis, Model Deployment"
MAVEN ENGINEER,"Maven, Build Automation, Java, Software Configuration Management"
MOBILE APP DEVELOPER,"Mobile App Development, iOS/Android SDKs, UI/UX Design, Programming Languages"
MULESOFT DEVELOPER,"MuleSoft Anypoint Platform, API Integration, Java, Integration Patterns"
NAGIOS ENGINEER,"Nagios, System Monitoring, Linux, Networking"
NETWORK AND SYSTEMS ADMINISTRATOR,"Networking, System Administration, Linux/Windows Servers, Troubleshooting"
NETWORK ENGINEER,"Networking Protocols, Cisco/Juniper Devices, Network Security, Troubleshooting"
NEW RELIC ENGINEER,"New Relic, Application Performance Monitoring, Troubleshooting, Cloud Computing"
NEXUS ENGINEER,"Nexus Repository Manager, Artifact Management, DevOps Practices"
NOMAD ENGINEER,"Nomad, Container Orchestration, HashiCorp Tools, Infrastructure Automation"
NOTARY ENGINEER,"Notary, Container Security, Docker, Cryptography"
OCTOPUS DEPLOY ENGINEER,"Octopus Deploy, Deployment Automation, .NET, PowerShell"
OPENSHIFT ENGINEER,"OpenShift, Kubernetes, Containerization, DevOps Practices"
OPENSTACK ENGINEER,"OpenStack, Cloud Computing, Virtualization, System Administration"
OPERATIONS ENGINEER,"System Administration, Linux/Windows Servers, Troubleshooting, Scripting"
ORACLE DEVELOPER,"Oracle Database, SQL, PL/SQL, Database Development"
ORACLE SQL DEVELOPER,"Oracle SQL, PL/SQL, Data Modeling, Database Design"
PACKER ENGINEER,"Packer, Infrastructure as Code, Cloud Computing, Automation"
PHP DEVELOPER,"PHP, MySQL, Web Development, Frameworks (Laravel, Symfony)"
POWERSHELL ENGINEER,"PowerShell, Automation, Windows Server Administration, Scripting"
PRINCIPLE ENGINEER IN ARTIFICIAL INTELLIGENCE,"AI/ML Architecture, Leadership, Strategic Planning, Deep Learning"
PRINCIPLE ENGINEER IN BIG DATA,"Big Data Architecture, Hadoop, Spark, Data Warehousing"
PRINCIPLE ENGINEER IN DATA ANALYSIS,"Data Analysis, Statistical Modeling, Data Visualization, Leadership"
PRINCIPLE ENGINEER IN MACHINE LEARNING,"Machine Learning Algorithms, Model Development, Deployment, Leadership"
PRODUCT MANAGER,"Product Strategy, Market Analysis, Requirements Gathering, Product Roadmap"
PRODUCTION SUPPORT ENGINEER,"Troubleshooting, Incident Management, System Monitoring, Technical Support"
PUPPET OPERATIONS ENGINEER,"Puppet, Configuration Management, Automation, Infrastructure as Code"
SENIOR BUILD AND RELEASE ENGINEER,"CI/CD Pipelines, Build Systems, Automation, Configuration Management"
SENIOR BUILD ENGINEER,"Build Systems, Scripting, Automation, Software Configuration Management"
SENIOR DEVOPS ENGINEER,"DevOps Practices, Cloud Computing, Automation, System Architecture"
SITE RELIABILITY ENGINEER (KUBERNETES Ãâ¬Ã¯Â¿Â½ DOCKER),"Kubernetes, Docker, System Reliability, Automation, Monitoring"
SPLUNK ENGINEER,"Splunk, Log Management, Data Analysis, System Monitoring"
XL DEPLOY ENGINEER,"XL Deploy, Deployment Automation, DevOps Practices, Configuration Management"
ZABBIX ENGINEER,"Zabbix, System Monitoring, Network Monitoring, Alerting"
API DEVELOPER,"API Design, RESTful Services, Programming Languages, Security"
AUTOMATION SPECIALIST,"Automation Tools, Scripting, Process Improvement, Testing"
BUSINESS INTELLIGENCE ANALYST,"Data Analysis, SQL, Data Visualization, Business Acumen"
CLOUD MIGRATION SPECIALIST,"Cloud Platforms, Migration Tools, System Migration, Project Management"
CYBERSECURITY ANALYST,"Security Protocols, Threat Analysis, Compliance, Incident Response"
DATA QUALITY ENGINEER,"Data Quality Tools, Data Profiling, SQL, Data Governance"
DIGITAL TRANSFORMATION CONSULTANT,"Digital Strategy, Technology Consulting, Business Process Improvement, Change Management"
E-COMMERCE DEVELOPER,"E-Commerce Platforms, Web Development, Payment Gateways, Security"
EMBEDDED SYSTEMS ENGINEER,"Embedded Systems, C/C++, Firmware Development, Hardware Interfaces"
ERP CONSULTANT,"ERP Systems, Business Process Analysis, Implementation, Training"
GEOGRAPHIC INFORMATION SYSTEMS (GIS) ANALYST,"GIS Software, Spatial Analysis, Cartography, Data Visualization"
HELP DESK TECHNICIAN,"Technical Support, Troubleshooting, Customer Service, Hardware/Software"
IDENTITY AND ACCESS MANAGEMENT SPECIALIST,"IAM Systems, Security Protocols, Authentication, Authorization"
INFRASTRUCTURE ARCHITECT,"System Architecture, Cloud Computing, Networking, Security"
INTERNET OF THINGS (IoT) DEVELOPER,"IoT Platforms, Embedded Systems, Sensor Technology, Programming Languages"
IT AUDITOR,"IT Auditing, Compliance, Risk Management, Security"
JAVA ARCHITECT,"Java, System Architecture, Design Patterns, Cloud Computing"
LINUX ADMINISTRATOR,"Linux Servers, System Administration, Scripting, Troubleshooting"
MAINFRAME DEVELOPER,"Mainframe Systems, COBOL, JCL, VSAM"
MICROSOFT DYNAMICS DEVELOPER,"Microsoft Dynamics, CRM, .NET, Development"
MOBILE SECURITY SPECIALIST,"Mobile Security, Penetration Testing, Security Protocols, Risk Management"
NATURAL LANGUAGE PROCESSING ENGINEER,"NLP Algorithms, Python, Machine Learning, Text Analysis"
NETWORK ARCHITECT,"Network Design, Network Protocols, Security, System Architecture"
PENETRATION TESTER,"Penetration Testing, Security Audits, Ethical Hacking, Vulnerability Assessment"
PYTHON ARCHITECT,"Python, System Architecture, Design Patterns, Cloud Computing"
QUALITY ASSURANCE MANAGER,"QA Processes, Test Automation, Test Planning, Team Leadership"
RELEASE MANAGER,"Release Management, CI/CD Pipelines, Coordination, Communication"
SAP CONSULTANT,"SAP Modules, Business Process Analysis, Implementation, Customization"
UX/UI DESIGNER,"UX/UI Design, User Research, Prototyping, Usability Testing"
WEB DEVELOPER,"HTML, CSS, JavaScript, Web Development, Frameworks"
BACK END DEVELOPER,"Server-Side Programming, Databases, API Development, Frameworks"
WEB DESIGNER,"Web Design, Graphic Design, UI/UX Principles, Wireframing"
WEB ENGINEER,"Web Technologies, System Architecture, Performance Optimization, Security"
WEB PRODUCER,"Web Content Management, Project Management, Content Strategy, Collaboration"
WEB PROJECT MANAGER,"Project Management, Web Development, Communication, Budgeting"
WEB CONTENT MANAGER,"Content Creation, Content Strategy, CMS, SEO"
MULTIMEDIA ARCHITECT,"Multimedia Design, Video Production, Audio Production, Graphic Design"
WEB ANALYTICS DEVELOPER,"Web Analytics Tools, Data Analysis, Reporting, A/B Testing"
SEO CONSULTANT,"Search Engine Optimization, Keyword Research, Content Optimization, Link Building"
SEO MANAGER,"SEO Strategy, Team Leadership, Performance Monitoring, Reporting"
INTERNET ENGINEER,"Networking Protocols, Internet Technologies, System Administration, Security"
FRONT-END DESIGNER,"HTML, CSS, JavaScript, UI/UX Design, Responsive Design"
MOBILE DEVELOPER,"Mobile App Development, iOS/Android SDKs, UI/UX Design, Programming Languages"
PYTHON DEVELOPER,"Python, Web Frameworks (Django, Flask), Data Analysis, Scripting"
POWER BI DEVELOPER,"Power BI, Data Modeling, DAX, Data Visualization"
POWER BI ANALYST,"Power BI, Data Analysis, SQL, Business Intelligence"
CLOUD COMPUTING SPECIALIST,"Cloud Platforms, Virtualization, System Administration, Security"
CYBERSECURITY SPECIALIST,"Security Protocols, Threat Analysis, Compliance, Incident Response"
DATA SCIENCE SPECIALIST,"Data Analysis, Machine Learning, Statistical Modeling, Data Visualization"
ARTIFICIAL INTELLIGENCE ENGINEER,"AI/ML Algorithms, Python, Deep Learning, Neural Networks"
DATABASE ARCHITECT,"Database Design, Data Modeling, SQL, Performance Tuning"
SOFTWARE ARCHITECT,"System Architecture, Design Patterns, Programming Languages, Cloud Computing"
CYBERSECURITY ENGINEER,"Security Protocols, Threat Analysis, Risk Management, Incident Response"
INFOSEC ANALYST/CYBERSECURITY ANALYST,"Security Protocols, Threat Analysis, Compliance, Incident Response"
COMPUTER FORENSIC ANALYST,"Digital Forensics, Incident Response, Data Recovery, Legal Compliance"
IT SECURITY SPECIALIST,"Security Protocols, Threat Analysis, Compliance, Risk Management"
SECURITY MANAGER,"Security Management, Risk Assessment, Compliance, Team Leadership"
SECURITY ENGINEER,"Security Protocols, Threat Analysis, Risk Management, Incident Response"
SECURITY CONSULTANT,"Security Consulting, Risk Assessment, Compliance, Security Solutions"
DIRECTOR OF SECURITY,"Security Leadership, Risk Management, Compliance, Incident Response"
SECURITY ADMINISTRATOR,"Security Tools, System Administration, User Management, Security Policies"
SECURITY SPECIALIST,"Security Protocols, Threat Analysis, Compliance, Risk Management"
CHIEF INFORMATION OFFICER,"IT Strategy, Leadership, Budgeting, Project Management"
NETWORK SECURITY ENGINEER,"Networking Protocols, Security Protocols, Firewall Management, Intrusion Detection"
MACHINE LEARNING ENGINEER FOR CYBERSECURITY,"Machine Learning Algorithms, Cybersecurity, Data Analysis, Threat Detection"
NETWORK ANALYST,"Network Monitoring, Troubleshooting, Performance Analysis, Reporting"
NETWORK OPERATIONS ENGINEER,"Network Operations, Troubleshooting, Monitoring, Incident Response"
NETWORK RELIABILITY ENGINEER,"Network Reliability, Automation, Monitoring, Incident Response"
NETWORK INFRASTRUCTURE SPECIALIST,"Networking Hardware, Cabling, Network Design, Implementation"
COMPUTER SUPPORT SPECIALIST,"Technical Support, Troubleshooting, Customer Service, Hardware/Software"
INFORMATION TECHNOLOGY ANALYST,"IT Analysis, Requirements Gathering, Process Improvement, IT Consulting"
TECHNOLOGY SALES CONSULTANT,"Sales, Technology Solutions, Customer Relationship Management, Technical Expertise"
DATABASE DEVELOPER,"Database Development, SQL, PL/SQL, Data Modeling"
DATABASE ANALYST,"Data Analysis, SQL, Data Modeling, Reporting"
DATA WAREHOUSE MANAGER,"Data Warehousing, ETL Processes, Data Modeling, Team Leadership"
DATA WAREHOUSE PROGRAMMING SPECIALIST,"ETL Processes, SQL, Data Modeling, Data Warehousing"
INTELLIGENCE SPECIALIST,"Data Analysis, Intelligence Gathering, Reporting, Security"
CLOUD/SOFTWARE ARCHITECT,"Cloud Platforms, System Architecture, Cloud Security, DevOps"
CLOUD/SOFTWARE DEVELOPER,"Cloud Platforms, Programming Languages, Software Development, Cloud Services"
CLOUD/SOFTWARE APPLICATIONS ENGINEER,"Cloud Platforms, Application Development, Cloud Services, DevOps"
CLOUD SYSTEM ADMINISTRATOR,"Cloud Platforms, System Administration, Virtualization, Networking"
CLOUD SYSTEM ENGINEER,"Cloud Platforms, System Engineering, Automation, Scripting"
PLATFORM ENGINEER,"Platform Engineering, Cloud Computing, Automation, DevOps Practices"
SOFTWARE QUALITY ASSURANCE ANALYST,"QA Processes, Test Planning, Test Execution, Reporting"
UI (USER INTERFACE) DESIGNER,"UI Design, User Research, Prototyping, Usability Testing"
TECHNICAL ACCOUNT MANAGER,"Customer Relationship Management, Technical Support, Account Management, Sales"
IT SALES EXECUTIVE,"Sales, Technology Solutions, Customer Relationship Management, Sales Strategy"
IT SALES DIRECTOR,"Sales Leadership, Sales Strategy, Customer Relationship Management, Team Management"
TECHNOLOGY MANAGER,"IT Management, Team Leadership, Project Management, Budgeting"
TECHNOLOGY ASSISTANT,"Technical Support, Administrative Support, Hardware/Software, Troubleshooting"
TECHNOLOGY SPECIALIST,"Technical Expertise, Problem Solving, Troubleshooting, IT Support"
DIRECTOR ORACLE,"Oracle Database, Team Leadership, Project Management, Budgeting"
KNOWLEDGE MANAGER,"Knowledge Management, Information Architecture, Collaboration, Documentation"
MANAGER HARDWARE,"Hardware Management, Team Leadership, Budgeting, Inventory Management"
SHAREPOINT MANAGER,"SharePoint, Team Leadership, Project Management, Collaboration"
REQUIREMENTS MANAGER,"Requirements Gathering, Analysis, Documentation, Communication"
IMPLEMENTATION DIRECTOR,"Implementation Management, Project Management, Team Leadership, Communication"
TECHNOLOGY OFFICER,"IT Strategy, Leadership, Innovation, Project Management"
DIRECTOR BUSINESS SYSTEMS,"Business Systems, Team Leadership, Project Management, Process Improvement"
MANAGER NET,"NET Development, Team Leadership, Project Management, .NET Framework"
